time,energy,delta_L2,max_u,mean_u
0.791,3.397238275919722,0.0007162162525375323,0.17542646335107923,0.0024934372507438617
0.792,3.395645703326867,0.0007152009707746125,0.17535279998386222,0.0024933886913582753
0.793,3.3940552239401764,0.0007141880275222624,0.17527924389349164,0.002493339932719272
0.794,3.392466831940764,0.0007131774153958917,0.17520579478180448,0.002493290974747115
0.795,3.3908805215312894,0.0007121691270562033,0.1751324523518487,0.0024932418173639827
0.796,3.3892962869359264,0.000711163155207544,0.1750592163078769,0.002493192460493919
0.797,3.3877141224001903,0.0007101594925981563,0.17498608635534,0.002493142904062882
0.798,3.3861340221909435,0.0007091581320194879,0.17491306220088096,0.0024930931479986997
0.799,3.3845559805961827,0.0007081590663061718,0.17484014355232858,0.0024930431922310613
0.8,3.3829799919250325,0.0007071622883350736,0.17476733011869128,0.0024929930366915493
0.801,3.3814060505075894,0.0007061677910256996,0.17469462161015098,0.0024929426813136025
0.802,3.3798341506948786,0.0007051755673389385,0.17462201773805694,0.0024928921260324918
0.803,3.378264286858725,0.000704185610277788,0.17454951821491974,0.002492841370785366
0.804,3.376696453391669,0.0007031979128857209,0.1744771227544052,0.002492790415511201
0.805,3.375130644706877,0.0007022124682475381,0.1744048310713284,0.002492739260150818
0.806,3.3735668552380504,0.0007012292694882548,0.17433264288164774,0.002492687904646854
0.807,3.372005079439307,0.000700248309772832,0.17426055790245903,0.0024926363489437913
0.808,3.37044531178516,0.0006992695823062328,0.17418857585198955,0.0024925845929879053
0.809,3.3688875467703236,0.0006982930803327008,0.17411669644959224,0.0024925326367272963
0.81,3.367331778909734,0.0006973187971355737,0.17404491941573996,0.0024924804801118687
0.811,3.3657780027383675,0.0006963467260367064,0.17397324447201962,0.002492428123093315
0.812,3.364226212811192,0.0006953768603966871,0.17390167134112652,0.0024923755656251255
0.8130000000000001,3.3626764037030963,0.0006944091936139244,0.1738301997468586,0.002492322807662571
0.8140000000000001,3.3611285700087694,0.0006934437191244646,0.17375882941411078,0.002492269849162703
0.8150000000000001,3.3595827063426236,0.000692480430402002,0.1736875600688694,0.0024922166900843493
0.8160000000000001,3.3580388073387204,0.0006915193209570861,0.17361639143820665,0.0024921633303880905
0.8170000000000001,3.3564968676506677,0.0006905603843371741,0.1735453232502748,0.0024921097700362797
0.8180000000000001,3.354956881951512,0.0006896036141260323,0.17347435523430102,0.002492056008993
0.8190000000000001,3.353418844933726,0.0006886490039435364,0.17340348712058162,0.002492002047224106
0.8200000000000001,3.3518827513090623,0.0006876965474455006,0.17333271864047672,0.0024919478846971693
0.8210000000000001,3.350348595808475,0.0006867462383230591,0.17326204952640478,0.0024918935213815063
0.8220000000000001,3.348816373182051,0.0006857980703026407,0.17319147951183736,0.0024918389572481537
0.8230000000000001,3.347286078198924,0.0006848520371454348,0.1731210083312936,0.0024917841922698658
0.8240000000000001,3.3457577056471743,0.0006839081326472982,0.17305063572033494,0.0024917292264211056
0.8250000000000001,3.3442312503337908,0.0006829663506383489,0.17298036141555997,0.0024916740596780556
0.8260000000000001,3.3427067070845498,0.000682026684982605,0.17291018515459902,0.0024916186920185836
0.8270000000000001,3.341184070743913,0.0006810891295778622,0.17284010667610905,0.002491563123422255
0.8280000000000001,3.339663336175006,0.0006801536783551888,0.1727701257197684,0.002491507353870313
0.8290000000000001,3.3381444982595196,0.000679220325278845,0.17270024202627174,0.0024914513833456968
0.8300000000000001,3.3366275518975934,0.0006782890643458228,0.17263045533732477,0.0024913952118329977
0.8310000000000001,3.3351124920077795,0.0006773598895855941,0.17256076539563936,0.0024913388393184867
0.8320000000000001,3.3335993135269244,0.0006764327950600961,0.17249117194492833,0.00249128226579009
0.833,3.3320880114101366,0.0006755077748629135,0.1724216747299005,0.0024912254912373803
0.834,3.3305785806306707,0.0006745848231194962,0.17235227349625568,0.002491168515651588
0.835,3.329071016179862,0.0006736639339864654,0.1722829679906797,0.00249111133902557
0.836,3.3275653130670597,0.0006727451016520017,0.17221375796083943,0.002491053961353818
0.837,3.32606146631952,0.0006718283203347279,0.17214464315537803,0.002490996382632462
0.838,3.3245594709823796,0.0006709135842839817,0.17207562332390997,0.0024909386028592346
0.839,3.3230593221185245,0.0006700008877794777,0.17200669821701614,0.0024908806220334885
0.84,3.3215610148085535,0.0006690902251310197,0.1719378675862391,0.0024908224401561842
0.841,3.320064544150676,0.0006681815906778886,0.1718691311840784,0.0024907640572298722
0.842,3.3185699052606745,0.0006672749787893443,0.1718004887639856,0.0024907054732587024
0.843,3.317077093271795,0.0006663703838636452,0.17173194008035977,0.002490646688248412
0.844,3.3155861033346663,0.0006654678003280217,0.17166348488854263,0.0024905877022063103
0.845,3.3140969306172714,0.0006645672226387416,0.17159512294481397,0.0024905285151412874
0.846,3.31260957030484,0.0006636686452802368,0.17152685400638698,0.0024904691270637965
0.847,3.31112401759978,0.0006627720627655379,0.1714586778314037,0.0024904095379858363
0.848,3.3096402677216266,0.0006618774696353313,0.17139059417893035,0.002490349747920977
0.849,3.3081583159069226,0.0006609848604585401,0.1713226028089528,0.0024902897568843214
0.85,3.306678157409201,0.0006600942298311434,0.17125470348237212,0.0024902295648925273
0.851,3.305199787498892,0.0006592055723767059,0.17118689596099995,0.0024901691719637644
0.852,3.303723201463242,0.0006583188827458297,0.1711191800075541,0.002490108578117736
0.853,3.3022483946062344,0.0006574341556156628,0.17105155538565414,0.0024900477833756734
0.854,3.3007753622485856,0.000656551385690355,0.1709840218598169,0.002489986787760308
0.855,3.2993040997275846,0.000655670567700032,0.17091657919545217,0.0024899255912958747
0.856,3.2978346023970966,0.0006547916964011653,0.1708492271588582,0.0024898641940081265
0.857,3.2963668656274416,0.0006539147665760259,0.17078196551721753,0.0024898025959242892
0.858,3.294900884805358,0.0006530397730325359,0.1707147940385925,0.0024897407970730823
0.859,3.293436655333926,0.0006521667106041538,0.1706477124919211,0.0024896787974846984
0.86,3.2919741726325027,0.0006512955741495226,0.17058072064701268,0.0024896165971908155
0.861,3.290513432136656,0.0006504263585522102,0.17051381827454362,0.0024895541962245567
0.862,3.2890544292980786,0.0006495590587205986,0.1704470051460532,0.0024894915946205255
0.863,3.287597159584548,0.000648693669587735,0.17038028103393946,0.0024894287924147698
0.864,3.2861416184798506,0.0006478301861108464,0.17031364571145488,0.00248936578964477
0.865,3.2846878014836998,0.0006469686032715013,0.17024709895270243,0.00248930258634947
0.866,3.2832357041117133,0.0006461089160749698,0.17018064053263127,0.0024892391825692252
0.867,3.2817853218952804,0.0006452511195505356,0.17011427022703282,0.0024891755783458267
0.868,3.280336650381574,0.0006443952087506952,0.1700479878125366,0.0024891117737224845
0.869,3.2788896851334193,0.0006435411787514286,0.16998179306660624,0.0024890477687438245
0.87,3.2774444217292844,0.000642689024651829,0.16991568576753543,0.002488983563455863
0.871,3.2760008557631606,0.0006418387415738455,0.16984966569444393,0.002488919157906033
0.872,3.274558982844569,0.0006409903246620878,0.1697837326272736,0.002488854552143156
0.873,3.273118798598424,0.0006401437690838023,0.16971788634678442,0.002488789746217433
0.874,3.271680298665017,0.0006392990700284679,0.16965212663455073,0.0024887247401804524
0.875,3.270243478699947,0.0006384562227077059,0.16958645327295707,0.002488659534085172
0.876,3.2688083343740373,0.000637615222355047,0.1695208660451945,0.0024885941279859146
0.877,3.267374861373309,0.0006367760642257992,0.16945536473525669,0.0024885285219383656
0.878,3.265943055398883,0.0006359387435967934,0.169389949127936,0.0024884627159995625
0.879,3.2645129121669374,0.0006351032557663927,0.16932461900881982,0.00248839671022789
0.88,3.2630844274086597,0.0006342695960536768,0.16925937416428669,0.0024883305046830796
0.881,3.26165759687016,0.0006334377597993054,0.16919421438150253,0.0024882640994261756
0.882,3.260232416312423,0.0006326077423642945,0.16912913944841695,0.00248819749451958
0.883,3.258808881511247,0.0006317795391305918,0.16906414915375945,0.002488130690026987
0.884,3.2573869882571875,0.0006309531455004892,0.16899924328703575,0.002488063686013423
0.885,3.2559667323554846,0.0006301285568964898,0.16893442163852418,0.0024879964825452166
0.886,3.254548109626038,0.0006293057687613478,0.1688696839992719,0.0024879290796899906
0.887,3.253131115903309,0.0006284847765576059,0.16880503016109139,0.0024878614775166777
0.888,3.251715747036267,0.0006276655757676884,0.16874045991655662,0.0024877936760954876
0.889,3.250301998888351,0.0006268481618935962,0.16867597305899973,0.002487725675497904
0.89,3.248889867337427,0.0006260325304566284,0.1686115693825073,0.002487657475796713
0.891,3.2474793482756703,0.0006252186769974041,0.16854724868191676,0.0024875890770659367
0.892,3.246070437609559,0.0006244065970757583,0.168483010752813,0.0024875204793808866
0.893,3.2446631312598013,0.0006235962862702684,0.16841885539152462,0.0024874516828181066
0.894,3.2432574251612887,0.0006227877401784514,0.16835478239512075,0.002487382687455412
